Anio,Mes,Pais,Medio_Acceso,Total_Turistas
2019,8,México,Puerto,2091
2019,9,México,Puerto,2091
2019,4,México,Puerto,2091
2019,10,México,Puerto,2091
2019,12,México,Puerto,2091
2019,7,México,Puerto,2091
2019,2,México,Puerto,2091
2019,5,México,Puerto,2091
2019,6,México,Puerto,2091
2019,3,México,Puerto,2091
2019,1,México,Puerto,2091
2022,11,Irlanda,Carretera,2089
2022,7,Irlanda,Carretera,2089
2022,5,Irlanda,Carretera,2089
2022,6,Irlanda,Carretera,2089
2022,10,Irlanda,Carretera,2089
2022,4,Irlanda,Carretera,2089
2022,2,Irlanda,Carretera,2089
2022,3,Irlanda,Carretera,2089
2022,12,Irlanda,Carretera,2089
2022,8,Irlanda,Carretera,2089
2022,1,Irlanda,Carretera,2089
2022,9,Irlanda,Carretera,2089
2021,5,Corea del Sur,Aeropuerto,2081
2019,3,Alemania,Puerto,2075
2020,3,Austria,Carretera,2063
2023,1,EE.UU.,Tren,2041
2019,11,Bélgica,Puerto,2036
2022,11,EE.UU.,Tren,2017
2019,2,Austria,Carretera,2011
2019,12,Alemania,Puerto,2008
2023,4,Argentina,Puerto,1994
2023,6,Suecia,Carretera,1993
2023,10,Suecia,Carretera,1993
2023,9,Suecia,Carretera,1993
2021,9,Corea del Sur,Aeropuerto,1989
2022,9,Dinamarca,Carretera,1985
2021,4,Brasil,Aeropuerto,1983
2020,2,Italia,Puerto,1973
2020,3,Italia,Puerto,1973
2020,9,Italia,Puerto,1973
2020,1,Italia,Puerto,1973
2020,5,Italia,Puerto,1973
2020,7,Italia,Puerto,1973
2020,12,Italia,Puerto,1973
2020,8,Italia,Puerto,1973
2020,6,Italia,Puerto,1973
2020,11,Italia,Puerto,1973
2020,10,Italia,Puerto,1973
2020,4,Italia,Puerto,1973
2022,6,Bélgica,Puerto,1970
2020,12,Brasil,Aeropuerto,1970
2021,6,Suecia,Carretera,1969
2019,2,Argentina,Carretera,1967
2020,2,Dinamarca,Carretera,1966
2020,2,EE.UU.,Tren,1966
2019,7,Canadá,Puerto,1959
2022,3,Alemania,Puerto,1954
2022,5,Alemania,Tren,1954
2022,3,China,Aeropuerto,1946
2022,10,Brasil,Puerto,1941
2019,7,Brasil,Puerto,1937
2019,11,Canadá,Carretera,1933
2020,3,China,Carretera,1932
2022,11,Suecia,Carretera,1926
2022,4,Suecia,Carretera,1926
2019,7,República Checa,Carretera,1924
2023,2,Bélgica,Puerto,1920
2019,5,Dinamarca,Carretera,1905
2023,3,Dinamarca,Carretera,1902
2023,9,Dinamarca,Carretera,1902
2022,2,Austria,Carretera,1900
2022,9,Argentina,Puerto,1896
2023,12,China,Puerto,1894
2022,1,Brasil,Carretera,1894
2023,2,EE.UU.,Tren,1880
2023,5,Suecia,Carretera,1876
2022,12,Canadá,Carretera,1874
2023,11,Brasil,Puerto,1874
2022,4,Bélgica,Puerto,1850
2019,5,China,Puerto,1846
2021,8,Italia,Puerto,1845
2021,5,Italia,Puerto,1845
2021,9,Italia,Puerto,1845
2021,12,Italia,Puerto,1845
2021,11,Italia,Puerto,1845
2021,10,Italia,Puerto,1845
2021,6,Italia,Puerto,1845
2021,7,Italia,Puerto,1845
2021,3,Italia,Puerto,1845
2021,1,Italia,Puerto,1845
2021,2,Italia,Puerto,1845
2021,4,Italia,Puerto,1845
2020,5,Alemania,Carretera,1841
2019,4,Dinamarca,Carretera,1840
2019,7,Dinamarca,Carretera,1840
2020,4,EE.UU.,Aeropuerto,1838
2019,8,República Checa,Carretera,1837
2023,7,República Checa,Carretera,1836
2023,8,Dinamarca,Carretera,1835
2023,4,Dinamarca,Carretera,1835
2021,4,Brasil,Carretera,1834
2023,1,Argentina,Puerto,1830
2019,2,Rusia,Puerto,1829
2019,12,Rusia,Puerto,1829
2019,7,Irlanda,Carretera,1814
2019,11,Irlanda,Carretera,1814
2019,3,Irlanda,Carretera,1814
2019,8,Irlanda,Carretera,1814
2019,2,Irlanda,Carretera,1814
2019,9,Irlanda,Carretera,1814
2019,5,Irlanda,Carretera,1814
2019,10,Irlanda,Carretera,1814
2019,6,Irlanda,Carretera,1814
2019,4,Irlanda,Carretera,1814
2019,12,Irlanda,Carretera,1814
2019,1,Irlanda,Carretera,1814
2019,6,Argentina,Puerto,1804
2022,2,EE.UU.,Carretera,1804
2022,8,Suecia,Carretera,1797
2022,8,Argentina,Puerto,1796
2020,5,Bélgica,Aeropuerto,1793
2019,8,Canadá,Puerto,1791
2020,3,Canadá,Carretera,1789
2021,9,EE.UU.,Tren,1784
2020,10,China,Carretera,1783
2019,7,China,Puerto,1781
2021,11,China,Aeropuerto,1781
2021,2,Argentina,Aeropuerto,1779
2019,6,Dinamarca,Carretera,1775
2021,2,Brasil,Aeropuerto,1770
2019,9,Argentina,Puerto,1761
2020,9,Austria,Carretera,1754
2023,8,Argentina,Carretera,1743
2019,3,Brasil,Puerto,1740
2019,12,Bélgica,Puerto,1740
2021,12,Suecia,Carretera,1738
2020,6,Canadá,Carretera,1738
2023,8,República Checa,Carretera,1737
2023,1,Bélgica,Puerto,1721
2019,2,Canadá,Puerto,1720
2019,12,EE.UU.,Tren,1719
2019,7,Luxemburgo,Carretera,1713
2019,11,Luxemburgo,Carretera,1713
2019,4,Luxemburgo,Carretera,1713
2019,10,Luxemburgo,Carretera,1713
2019,9,Luxemburgo,Carretera,1713
2019,1,Luxemburgo,Carretera,1713
2019,2,Luxemburgo,Carretera,1713
2019,3,Luxemburgo,Carretera,1713
2019,6,Luxemburgo,Carretera,1713
2020,9,Argentina,Carretera,1713
2019,12,Luxemburgo,Carretera,1713
2019,8,Luxemburgo,Carretera,1713
2019,5,Luxemburgo,Carretera,1713
2021,10,EE.UU.,Tren,1711
2022,5,Bélgica,Puerto,1709
2019,2,Bélgica,Puerto,1707
2021,4,China,Aeropuerto,1703
2019,8,Argentina,Puerto,1703
2023,12,Canadá,Carretera,1697
2019,2,China,Puerto,1694
2023,7,Argentina,Carretera,1693
2023,9,Argentina,Carretera,1693
2023,11,Argentina,Puerto,1689
2021,9,Dinamarca,Carretera,1682
2020,9,Corea del Sur,Aeropuerto,1681
2019,11,Brasil,Puerto,1680
2022,4,Canadá,Carretera,1680
2019,1,Brasil,Puerto,1680
2023,5,Dinamarca,Carretera,1678
2023,6,República Checa,Carretera,1675
2019,2,Alemania,Puerto,1674
2021,9,Alemania,Puerto,1667
2020,7,Suiza,Carretera,1660
2022,11,Dinamarca,Carretera,1654
2021,12,Canadá,Carretera,1653
2022,10,Argentina,Puerto,1652
2019,2,EE.UU.,Tren,1646
2019,1,Bélgica,Puerto,1642
2023,11,Suecia,Carretera,1641
2023,4,Suecia,Carretera,1641
2023,3,China,Puerto,1641
2022,11,China,Aeropuerto,1639
2021,2,Brasil,Carretera,1637
2019,12,Canadá,Carretera,1636
2019,11,China,Puerto,1629
2023,10,Argentina,Carretera,1626
2023,6,Argentina,Carretera,1626
2021,6,China,Aeropuerto,1624
2020,1,Rusia,Puerto,1622
2019,5,Brasil,Puerto,1621
2020,6,Francia,Puerto,1619
2020,11,Francia,Puerto,1619
2020,9,Francia,Puerto,1619
2020,4,Francia,Puerto,1619
2020,3,Francia,Puerto,1619
2020,10,Francia,Puerto,1619
2020,5,Francia,Puerto,1619
2020,1,Francia,Puerto,1619
2020,8,Francia,Puerto,1619
2020,12,Francia,Puerto,1619
2020,7,Francia,Puerto,1619
2020,2,Francia,Puerto,1619
2021,10,Alemania,Puerto,1615
2022,1,EE.UU.,Carretera,1611
2023,1,Dinamarca,Carretera,1611
2023,6,Dinamarca,Carretera,1611
2021,7,EE.UU.,Tren,1608
2019,1,Alemania,Puerto,1607
2021,11,Austria,Carretera,1606
2019,1,Rusia,Puerto,1601
2022,2,Brasil,Carretera,1599
2022,5,Dinamarca,Carretera,1596
2021,3,Corea del Sur,Aeropuerto,1592
2019,6,República Checa,Carretera,1589
2022,5,Canadá,Puerto,1587
2022,2,Japón,Carretera,1584
2022,5,Japón,Carretera,1584
2022,3,Japón,Carretera,1584
2022,8,Japón,Carretera,1584
2022,6,Japón,Carretera,1584
2022,9,Japón,Carretera,1584
2022,10,Japón,Carretera,1584
2022,12,Japón,Carretera,1584
2022,7,Japón,Carretera,1584
2022,1,Japón,Carretera,1584
2022,4,Japón,Carretera,1584
2022,11,Japón,Carretera,1584
2020,1,EE.UU.,Puerto,1571
2022,7,Noruega,Puerto,1567
2022,2,Noruega,Puerto,1567
2022,5,Noruega,Puerto,1567
2022,1,Noruega,Puerto,1567
2022,4,Noruega,Puerto,1567
2022,11,Noruega,Puerto,1567
2022,9,Noruega,Puerto,1567
2022,6,Noruega,Puerto,1567
2022,8,Noruega,Puerto,1567
2022,10,Noruega,Puerto,1567
2022,3,Noruega,Puerto,1567
2022,12,Noruega,Puerto,1567
2023,2,China,Puerto,1566
2019,4,China,Puerto,1564
2022,2,Alemania,Puerto,1563
2019,12,Austria,Carretera,1561
2020,5,Suiza,Aeropuerto,1560
2019,11,Dinamarca,Carretera,1558
2019,3,Dinamarca,Carretera,1558
2019,11,Canadá,Puerto,1553
2022,3,Canadá,Carretera,1551
2020,1,Corea del Sur,Tren,1543
2022,3,Suecia,Carretera,1541
2019,1,EE.UU.,Tren,1536
2023,5,Argentina,Carretera,1527
2019,12,Argentina,Carretera,1526
2023,3,Suecia,Carretera,1524
2023,8,Suecia,Carretera,1524
2023,11,Dinamarca,Carretera,1522
2023,2,Dinamarca,Carretera,1522
2021,5,China,Aeropuerto,1519
2022,8,Dinamarca,Carretera,1518
2019,4,Reino Unido,Tren,1500
2019,6,Reino Unido,Tren,1500
2019,12,Reino Unido,Tren,1500
2019,1,Reino Unido,Tren,1500
2019,10,Reino Unido,Tren,1500
2019,2,Reino Unido,Tren,1500
2019,8,Reino Unido,Tren,1500
2019,3,Reino Unido,Tren,1500
2019,7,Reino Unido,Tren,1500
2019,9,Reino Unido,Tren,1500
2019,11,Reino Unido,Tren,1500
2019,5,Reino Unido,Tren,1500
2022,11,Canadá,Puerto,1499
2020,3,Suecia,Carretera,1486
2021,8,Dinamarca,Carretera,1481
2020,6,Argentina,Aeropuerto,1475
2021,8,EE.UU.,Tren,1473
2021,2,Corea del Sur,Aeropuerto,1469
2020,5,Rusia,Aeropuerto,1466
2022,6,Argentina,Puerto,1465
2022,11,Alemania,Tren,1465
2020,1,Brasil,Tren,1464
2020,7,Austria,Carretera,1461
2020,1,Argentina,Tren,1461
2022,4,Dinamarca,Carretera,1460
2022,6,Dinamarca,Carretera,1460
2022,3,EE.UU.,Tren,1457
2023,3,Argentina,Puerto,1455
2019,7,Irlanda,Puerto,1451
2019,8,Irlanda,Puerto,1451
2019,9,Irlanda,Puerto,1451
2019,6,Irlanda,Puerto,1451
2019,5,Irlanda,Puerto,1451
2019,1,Irlanda,Puerto,1451
2019,12,Irlanda,Puerto,1451
2019,10,Irlanda,Puerto,1451
2019,4,Irlanda,Puerto,1451
2019,2,Irlanda,Puerto,1451
2019,11,Irlanda,Puerto,1451
2019,3,Irlanda,Puerto,1451
2020,10,Canadá,Carretera,1448
2021,9,Luxemburgo,Carretera,1446
2021,3,Luxemburgo,Carretera,1446
2021,2,Luxemburgo,Carretera,1446
2021,1,Luxemburgo,Carretera,1446
2021,7,Luxemburgo,Carretera,1446
2021,4,Luxemburgo,Carretera,1446
2021,8,Luxemburgo,Carretera,1446
2021,11,Luxemburgo,Carretera,1446
2021,5,Luxemburgo,Carretera,1446
2021,10,Luxemburgo,Carretera,1446
2021,12,Luxemburgo,Carretera,1446
2021,6,Luxemburgo,Carretera,1446
2023,8,Argentina,Tren,1442
2021,2,Polonia,Carretera,1440
2021,4,Polonia,Carretera,1440
2021,7,Polonia,Carretera,1440
2021,9,Polonia,Carretera,1440
2021,3,Polonia,Carretera,1440
2021,11,Polonia,Carretera,1440
2021,10,Polonia,Carretera,1440
2021,12,Polonia,Carretera,1440
2021,8,Polonia,Carretera,1440
2021,5,Polonia,Carretera,1440
2021,1,Polonia,Carretera,1440
2021,6,Polonia,Carretera,1440
2020,3,Luxemburgo,Carretera,1439
2020,8,Luxemburgo,Carretera,1439
2020,2,Luxemburgo,Carretera,1439
2020,4,Luxemburgo,Carretera,1439
2020,5,Luxemburgo,Carretera,1439
2020,7,Luxemburgo,Carretera,1439
2020,9,Luxemburgo,Carretera,1439
2020,10,Luxemburgo,Carretera,1439
2020,6,Luxemburgo,Carretera,1439
2020,12,Luxemburgo,Carretera,1439
2020,11,Luxemburgo,Carretera,1439
2020,1,Luxemburgo,Carretera,1439
2023,6,Reino Unido,Tren,1438
2023,7,Reino Unido,Tren,1438
2023,3,Reino Unido,Tren,1438
2023,11,Reino Unido,Tren,1438
2023,5,Reino Unido,Tren,1438
2023,2,Reino Unido,Tren,1438
2023,8,Reino Unido,Tren,1438
2023,1,Reino Unido,Tren,1438
2023,4,Reino Unido,Tren,1438
2023,9,Reino Unido,Tren,1438
2023,10,Reino Unido,Tren,1438
2023,12,Reino Unido,Tren,1438
2020,1,Alemania,Puerto,1435
2023,12,Dinamarca,Carretera,1432
2019,1,Canadá,Carretera,1428
2023,5,República Checa,Carretera,1427
2019,9,Brasil,Puerto,1423
2019,3,China,Puerto,1412
2023,4,Argentina,Carretera,1411
2022,6,Portugal,Puerto,1409
2022,8,Portugal,Puerto,1409
2022,12,Portugal,Puerto,1409
2022,7,Portugal,Puerto,1409
2022,10,Portugal,Puerto,1409
2022,4,Portugal,Puerto,1409
2022,2,Portugal,Puerto,1409
2022,3,Portugal,Puerto,1409
2022,9,Portugal,Puerto,1409
2022,11,Portugal,Puerto,1409
2022,1,Portugal,Puerto,1409
2022,5,Portugal,Puerto,1409
2023,1,Suecia,Carretera,1407
2021,7,Alemania,Puerto,1406
2019,12,Brasil,Puerto,1404
2023,9,Argentina,Tren,1401
2023,7,Argentina,Tren,1401
2020,1,Dinamarca,Carretera,1395
2023,6,Canadá,Tren,1391
2021,3,Argentina,Aeropuerto,1390
2020,2,Argentina,Tren,1388
2020,10,Argentina,Carretera,1384
2023,3,Canadá,Carretera,1380
2021,4,Corea del Sur,Aeropuerto,1377
2019,10,Argentina,Puerto,1371
2021,11,EE.UU.,Tren,1369
2021,3,China,Aeropuerto,1362
2021,5,Austria,Carretera,1359
2022,2,Canadá,Carretera,1357
2022,12,Austria,Carretera,1357
2022,4,Brasil,Carretera,1347
2020,4,Dinamarca,Aeropuerto,1347
2023,10,Argentina,Tren,1346
2023,6,Argentina,Tren,1346
2020,10,Corea del Sur,Aeropuerto,1344
2020,6,Corea del Sur,Aeropuerto,1344
2022,7,Suiza,Puerto,1340
2020,6,Brasil,Carretera,1338
2021,11,Dinamarca,Carretera,1327
2020,2,Alemania,Puerto,1327
2022,3,Dinamarca,Carretera,1323
2022,11,Argentina,Puerto,1322
2023,8,Alemania,Tren,1319
2022,7,Brasil,Puerto,1315
2019,12,Canadá,Puerto,1314
2020,1,Rusia,Carretera,1310
2022,3,Bélgica,Puerto,1307
2021,8,Alemania,Puerto,1302
2020,11,China,Carretera,1300
2021,5,EE.UU.,Puerto,1296
2023,1,Argentina,Carretera,1295
2023,2,Suecia,Carretera,1290
2023,2,Argentina,Puerto,1290
2019,4,Brasil,Puerto,1285
2022,12,Suecia,Carretera,1284
2022,2,Suecia,Carretera,1284
2022,7,República Checa,Carretera,1281
2022,12,Canadá,Puerto,1279
2020,3,EE.UU.,Tren,1276
2020,2,EE.UU.,Puerto,1272
2019,8,Brasil,Tren,1271
2022,4,Alemania,Tren,1270
2019,5,República Checa,Carretera,1266
2022,12,Dinamarca,Carretera,1265
2023,5,Argentina,Tren,1264
2023,7,Alemania,Tren,1264
2022,9,Reino Unido,Tren,1260
2022,2,Reino Unido,Tren,1260
2022,12,Reino Unido,Tren,1260
2022,6,Reino Unido,Tren,1260
2022,11,Reino Unido,Tren,1260
2022,1,Reino Unido,Tren,1260
2022,3,Reino Unido,Tren,1260
2022,7,Reino Unido,Tren,1260
2022,10,Reino Unido,Tren,1260
2022,5,Reino Unido,Tren,1260
2022,8,Reino Unido,Tren,1260
2022,4,Reino Unido,Tren,1260
2019,2,Dinamarca,Carretera,1255
2019,8,Alemania,Tren,1250
2022,10,Suiza,Puerto,1241
2020,2,Brasil,Tren,1237
2020,5,Argentina,Aeropuerto,1229
2022,8,República Checa,Carretera,1229
2022,8,Brasil,Puerto,1227
2022,5,Brasil,Puerto,1227
2019,7,Alemania,Tren,1227
2019,7,Argentina,Puerto,1227
2019,2,Brasil,Puerto,1226
2020,8,Alemania,Puerto,1220
2023,9,República Checa,Carretera,1216
2020,2,Rusia,Puerto,1216
2019,9,República Checa,Carretera,1216
2019,7,Rusia,Carretera,1214
2023,4,China,Puerto,1212
2020,2,Corea del Sur,Tren,1212
2023,6,Alemania,Tren,1209
2023,9,Alemania,Tren,1209
2019,9,Alemania,Tren,1205
2023,7,Suiza,Puerto,1201
2023,12,Argentina,Puerto,1197
2021,12,Dinamarca,Carretera,1196
2023,11,Argentina,Carretera,1195
2020,12,China,Carretera,1189
2019,5,Argentina,Puerto,1184
2022,5,Argentina,Puerto,1178
2021,7,Corea del Sur,Tren,1178
2019,6,Rusia,Carretera,1177
2022,9,Argentina,Tren,1177
2020,11,Brasil,Carretera,1177
2023,12,Suecia,Carretera,1172
2019,6,Alemania,Tren,1172
2022,1,Alemania,Puerto,1172
2019,12,Dinamarca,Carretera,1169
2019,6,Brasil,Tren,1169
2019,8,Suecia,Puerto,1168
2023,4,Argentina,Tren,1167
2021,5,Canadá,Carretera,1166
2022,11,Bélgica,Puerto,1166
2022,1,Suecia,Carretera,1155
2020,11,Argentina,Carretera,1153
2020,8,Argentina,Carretera,1153
2022,9,Brasil,Puerto,1152
2019,8,Rusia,Carretera,1150
2022,12,EE.UU.,Tren,1149
2019,1,Canadá,Puerto,1146
2022,4,Canadá,Puerto,1146
2022,6,República Checa,Carretera,1142
2023,4,República Checa,Carretera,1141
2021,4,EE.UU.,Puerto,1141
2021,5,EE.UU.,Carretera,1137
2019,1,China,Puerto,1130
2019,7,Japón,Puerto,1129
2019,5,Japón,Puerto,1129
2019,11,Japón,Puerto,1129
2019,8,Japón,Puerto,1129
2019,4,Japón,Puerto,1129
2019,2,Japón,Puerto,1129
2019,3,Japón,Puerto,1129
2019,12,Japón,Puerto,1129
2019,9,Japón,Puerto,1129
2019,6,Japón,Puerto,1129
2019,10,Japón,Puerto,1129
2019,1,Japón,Puerto,1129
2023,5,Noruega,Puerto,1128
2023,7,Noruega,Puerto,1128
2023,10,Noruega,Puerto,1128
2023,11,Noruega,Puerto,1128
2023,2,Noruega,Puerto,1128
2023,1,Noruega,Puerto,1128
2023,6,Noruega,Puerto,1128
2023,9,Noruega,Puerto,1128
2023,3,Noruega,Puerto,1128
2023,12,Noruega,Puerto,1128
2023,8,Noruega,Puerto,1128
2023,4,Noruega,Puerto,1128
2019,1,Dinamarca,Carretera,1126
2020,8,EE.UU.,Carretera,1125
2022,4,Argentina,Puerto,1120
2020,10,Austria,Carretera,1118
2022,8,Argentina,Tren,1115
2021,2,Irlanda,Puerto,1104
2021,3,Irlanda,Puerto,1104
2021,4,Irlanda,Puerto,1104
2021,9,Irlanda,Puerto,1104
2021,5,Irlanda,Puerto,1104
2021,7,Irlanda,Puerto,1104
2021,1,Irlanda,Puerto,1104
2021,6,Irlanda,Puerto,1104
2021,10,Irlanda,Puerto,1104
2021,12,Irlanda,Puerto,1104
2021,8,Irlanda,Puerto,1104
2021,11,Irlanda,Puerto,1104
2020,5,EE.UU.,Aeropuerto,1103
2022,12,Brasil,Puerto,1102
2021,4,Canadá,Carretera,1102
2023,8,Suiza,Puerto,1101
2023,10,Suiza,Puerto,1101
2023,10,Alemania,Tren,1099
2019,7,Suecia,Puerto,1095
2019,5,Alemania,Tren,1093
2023,12,Brasil,Puerto,1093
2023,2,Polonia,Puerto,1090
2023,7,Polonia,Puerto,1090
2023,9,Polonia,Puerto,1090
2023,12,Polonia,Puerto,1090
2023,10,Polonia,Puerto,1090
2023,8,Polonia,Puerto,1090
2023,3,Polonia,Puerto,1090
2023,11,Polonia,Puerto,1090
2023,1,Polonia,Puerto,1090
2023,5,Polonia,Puerto,1090
2023,6,Polonia,Puerto,1090
2023,4,Polonia,Puerto,1090
2019,9,Rusia,Carretera,1085
2022,1,Austria,Carretera,1085
2019,4,Argentina,Puerto,1083
2022,7,Argentina,Puerto,1077
2022,12,Alemania,Tren,1075
2021,1,Corea del Sur,Aeropuerto,1071
2023,1,Argentina,Tren,1071
2020,12,Brasil,Carretera,1070
2022,2,Dinamarca,Carretera,1070
2021,7,República Checa,Carretera,1067
2022,3,Canadá,Puerto,1058
2020,8,Canadá,Carretera,1056
2019,4,República Checa,Carretera,1055
2020,10,Suecia,Carretera,1053
2023,9,Suiza,Puerto,1051
2019,10,Alemania,Tren,1049
2022,12,Bélgica,Puerto,1046
2022,2,Bélgica,Puerto,1046
2023,5,Alemania,Tren,1044
2021,5,Suecia,Carretera,1043
2019,12,China,Puerto,1043
2022,8,Suiza,Puerto,1042
2022,9,Suiza,Puerto,1042
2021,6,Alemania,Puerto,1042
2022,5,Suiza,Puerto,1042
2022,1,Canadá,Carretera,1034
2023,3,Argentina,Carretera,1029
2019,10,Brasil,Puerto,1028
2022,11,Brasil,Puerto,1027
2022,6,Brasil,Puerto,1027
2023,9,Canadá,Tren,1025
2022,10,Argentina,Tren,1025
2019,6,Suecia,Puerto,1022
2020,9,EE.UU.,Carretera,1018
2021,3,Canadá,Carretera,1017
2021,8,República Checa,Carretera,1017
2019,3,Portugal,Tren,1012
2019,10,Portugal,Tren,1012
2019,4,Portugal,Tren,1012
2019,5,Portugal,Tren,1012
2019,12,Portugal,Tren,1012
2019,7,Portugal,Tren,1012
2019,1,Portugal,Tren,1012
2022,1,Dinamarca,Carretera,1012
2019,8,Portugal,Tren,1012
2019,9,Portugal,Tren,1012
2019,6,Portugal,Tren,1012
2019,11,Portugal,Tren,1012
2019,2,Portugal,Tren,1012
2023,1,Canadá,Carretera,1007
2023,10,Canadá,Tren,1007
2021,4,EE.UU.,Carretera,1001
2023,5,Suiza,Puerto,1001
2019,7,Brasil,Tren,996
2020,1,China,Puerto,995
2021,2,Finlandia,Carretera,992
2021,7,Finlandia,Carretera,992
2021,10,Finlandia,Carretera,992
2021,4,Finlandia,Carretera,992
2021,12,Finlandia,Carretera,992
2021,3,Finlandia,Carretera,992
2021,6,Finlandia,Carretera,992
2021,8,Finlandia,Carretera,992
2021,1,Finlandia,Carretera,992
2021,5,Finlandia,Carretera,992
2021,9,Finlandia,Carretera,992
2021,11,Finlandia,Carretera,992
2020,8,Suecia,Carretera,991
2023,11,Argentina,Tren,989
2020,7,Canadá,Carretera,988
2023,8,Canadá,Tren,988
2020,2,Rusia,Carretera,983
2019,11,Argentina,Puerto,982
2022,3,Alemania,Tren,977
2022,1,Bélgica,Puerto,965
2019,9,Suecia,Puerto,960
2023,7,Dinamarca,Puerto,954
2020,8,Brasil,Puerto,954
2019,4,Alemania,Tren,948
2021,1,Irlanda,Carretera,947
2021,8,Irlanda,Carretera,947
2021,6,Irlanda,Carretera,947
2021,10,Irlanda,Carretera,947
2021,9,Irlanda,Carretera,947
2021,5,Irlanda,Carretera,947
2021,7,Irlanda,Carretera,947
2021,12,Irlanda,Carretera,947
2021,11,Irlanda,Carretera,947
2021,3,Irlanda,Carretera,947
2021,4,Irlanda,Carretera,947
2021,2,Irlanda,Carretera,947
2023,7,Brasil,Tren,946
2022,6,Austria,Puerto,943
2022,6,Suiza,Puerto,943
2019,1,Argentina,Puerto,938
2021,11,Alemania,Puerto,938
2020,7,EE.UU.,Carretera,937
2022,3,Argentina,Puerto,934
2021,12,EE.UU.,Tren,933
2021,3,EE.UU.,Puerto,933
2020,6,China,Carretera,929
2022,2,Canadá,Puerto,926
2020,7,Argentina,Carretera,923
2019,12,Países Bajos,Puerto,921
2019,8,Países Bajos,Puerto,921
2019,6,Países Bajos,Puerto,921
2019,5,Países Bajos,Puerto,921
2023,7,Suecia,Puerto,921
2019,7,Países Bajos,Puerto,921
2019,9,Países Bajos,Puerto,921
2019,3,Países Bajos,Puerto,921
2019,4,Países Bajos,Puerto,921
2019,11,Países Bajos,Puerto,921
2019,10,Países Bajos,Puerto,921
2019,2,Países Bajos,Puerto,921
2019,1,Países Bajos,Puerto,921
2023,2,Canadá,Carretera,920
2021,12,China,Aeropuerto,917
2022,10,Brasil,Tren,916
2023,2,Argentina,Carretera,913
2022,9,República Checa,Carretera,909
2022,6,Argentina,Tren,909
2022,5,República Checa,Carretera,909
2023,7,México,Carretera,902
2023,1,México,Carretera,902
2023,2,México,Carretera,902
2023,6,México,Carretera,902
2023,10,México,Carretera,902
2023,9,México,Carretera,902
2023,12,México,Carretera,902
2019,6,Argentina,Tren,902
2023,11,México,Carretera,902
2023,8,México,Carretera,902
2023,3,México,Carretera,902
2023,5,México,Carretera,902
2023,4,México,Carretera,902
2023,6,Suiza,Puerto,901
2021,6,República Checa,Carretera,898
2019,6,Austria,Puerto,897
2020,11,Corea del Sur,Aeropuerto,896
2019,3,Brasil,Tren,895
2019,3,Argentina,Puerto,895
2022,7,Suiza,Tren,894
2023,3,República Checa,Carretera,893
2019,10,Suecia,Puerto,887
2022,7,Dinamarca,Puerto,887
2020,3,Brasil,Puerto,881
2020,9,Brasil,Puerto,881
2019,9,Argentina,Tren,880
2023,4,Alemania,Tren,879
2019,9,Austria,Puerto,875
2021,11,Argentina,Tren,870
2020,9,Suecia,Carretera,867
2019,11,Brasil,Tren,864
2019,1,Brasil,Tren,864
2020,12,Argentina,Carretera,857
2019,11,Suecia,Puerto,855
2019,5,Suecia,Puerto,855
2023,3,Argentina,Tren,852
2019,8,Argentina,Tren,852
2019,8,Austria,Puerto,847
2023,12,Argentina,Carretera,846
2019,5,Rusia,Carretera,846
2019,3,República Checa,Carretera,844
2023,11,Canadá,Tren,842
2021,2,China,Aeropuerto,838
2019,2,Argentina,Puerto,837
2020,12,Canadá,Carretera,835
2021,12,Argentina,Tren,835
2019,5,Brasil,Tren,834
2021,9,Alemania,Tren,833
2020,6,Suiza,Carretera,830
2020,4,Suiza,Carretera,830
2021,9,República Checa,Carretera,828
2022,8,Austria,Puerto,828
2022,10,Suiza,Tren,827
2020,3,EE.UU.,Puerto,826
2020,4,Argentina,Carretera,824
2022,11,Argentina,Tren,820
2021,3,EE.UU.,Carretera,819
2020,1,Rusia,Tren,811
2020,5,Dinamarca,Aeropuerto,809
2021,10,Alemania,Tren,807
2019,10,República Checa,Carretera,807
2023,10,República Checa,Carretera,806
2021,2,Canadá,Carretera,805
2020,4,Austria,Aeropuerto,804
2023,7,Rusia,Puerto,799
2023,10,Dinamarca,Puerto,791
2021,8,Corea del Sur,Tren,785
2022,2,EE.UU.,Tren,784
2019,4,Suecia,Puerto,782
2019,10,Rusia,Carretera,782
2022,2,Alemania,Tren,781
2023,5,Canadá,Tren,778
2023,7,Canadá,Tren,778
2021,2,EE.UU.,Puerto,778
2020,11,Austria,Carretera,774
2019,12,Suecia,Puerto,772
2020,8,Japón,Carretera,762
2020,4,Japón,Carretera,762
2020,9,Japón,Carretera,762
2020,10,Japón,Carretera,762
2020,12,Japón,Carretera,762
2022,4,República Checa,Carretera,762
2020,6,Japón,Carretera,762
2020,5,Japón,Carretera,762
2020,11,Japón,Carretera,762
2020,2,Japón,Carretera,762
2020,7,Japón,Carretera,762
2020,1,Japón,Carretera,762
2020,3,Japón,Carretera,762
2019,1,Finlandia,Carretera,760
2019,5,Finlandia,Carretera,760
2019,8,Finlandia,Carretera,760
2019,12,Finlandia,Carretera,760
2019,11,Finlandia,Carretera,760
2019,4,Finlandia,Carretera,760
2019,2,Finlandia,Carretera,760
2019,9,Finlandia,Carretera,760
